,return,correct,predictions,home,away,seed,depth,weights,gamma,subsample,colsample
677,-240.5000000000001,586,1138,597,541,0,30,2,1,0.75,1
678,-12.100000000000222,591,1134,617,517,0,40,2,1,0.75,1
679,-12.100000000000222,591,1134,617,517,0,50,2,1,0.75,1
680,-67.00000000000028,534,1102,546,556,0,10,4,1,0.75,1
681,-441.79999999999995,568,1130,578,552,0,20,4,1,0.75,1
682,61.29999999999951,587,1133,585,548,0,30,4,1,0.75,1
683,-229.2,581,1136,582,554,0,40,4,1,0.75,1
684,-229.2,581,1136,582,554,0,50,4,1,0.75,1
685,-282.4,528,1119,524,595,0,10,6,1,0.75,1
686,-366.4999999999997,542,1125,550,575,0,20,6,1,0.75,1
687,-569.7999999999993,542,1135,564,571,0,30,6,1,0.75,1
688,-535.3999999999995,531,1128,544,584,0,40,6,1,0.75,1
689,-535.3999999999995,531,1128,544,584,0,50,6,1,0.75,1
690,-333.5999999999999,544,1123,566,557,0,10,2,2,0.75,1
691,-188.50000000000023,573,1132,590,542,0,20,2,2,0.75,1
692,29.79999999999992,575,1137,612,525,0,30,2,2,0.75,1
693,-165.69999999999982,558,1110,609,501,0,40,2,2,0.75,1
694,-165.69999999999982,558,1110,609,501,0,50,2,2,0.75,1
695,-373.10000000000014,538,1122,559,563,0,10,4,2,0.75,1
696,-282.40000000000015,551,1143,510,633,0,20,4,2,0.75,1
697,-68.39999999999998,580,1151,574,577,0,30,4,2,0.75,1
698,201.39999999999995,586,1148,572,576,0,40,4,2,0.75,1
699,201.39999999999995,586,1148,572,576,0,50,4,2,0.75,1
700,-689.6999999999999,520,1116,534,582,0,10,6,2,0.75,1
701,-218.50000000000006,548,1124,557,567,0,20,6,2,0.75,1
702,193.79999999999998,582,1132,599,533,0,30,6,2,0.75,1
703,193.79999999999998,582,1132,599,533,0,40,6,2,0.75,1
704,193.79999999999998,582,1132,599,533,0,50,6,2,0.75,1
705,-70.99999999999996,536,1125,564,561,0,10,2,3,0.75,1
706,-176.40000000000032,543,1115,542,573,0,20,2,3,0.75,1
707,-319.0999999999991,536,1117,587,530,0,30,2,3,0.75,1
708,-427.3999999999994,540,1128,615,513,0,40,2,3,0.75,1
709,-427.3999999999994,540,1128,615,513,0,50,2,3,0.75,1
710,-452.20000000000005,525,1121,535,586,0,10,4,3,0.75,1
711,-200.29999999999995,537,1102,521,581,0,20,4,3,0.75,1
712,-327.1999999999998,536,1121,572,549,0,30,4,3,0.75,1
713,-327.1999999999998,536,1121,572,549,0,40,4,3,0.75,1
714,-327.1999999999998,536,1121,572,549,0,50,4,3,0.75,1
715,38.19999999999985,539,1128,518,610,0,10,6,3,0.75,1
716,105.79999999999995,570,1141,548,593,0,20,6,3,0.75,1
717,22.599999999999923,537,1115,506,609,0,30,6,3,0.75,1
718,-237.50000000000028,542,1129,528,601,0,40,6,3,0.75,1
719,-237.50000000000028,542,1129,528,601,0,50,6,3,0.75,1
